example_id,problem,gold answer
d85e15645f,Which Doctor played the animal who wants to be eaten in Hitchhiker's Guide series?,"The 5th Doctor, played by Peter Davison, also played as the ""Dish of the Day"" in the Hitchhiker's Guide series. This animal was an example of a race of artificially created sentient creatures which were bred to want to be eaten."
1d229f530e,"Prior to the year that “I Will Always Love You” won Record of the Year at the Grammys, how many solo female artists had won the Best New Artist award?","“I Will Always Love You” won Record of the Year at the Grammys in 1994. Prior to 1994, 11 solo female artists had won the Grammy for Best New Artist."
037e7775c2,How many Olympic gold medals did Australia win while Ian Thorpe was an Olympian?,"Ian Thorpe competed in the 2000 and 2004 Summer Olympics. 

Australia won 33 gold medals at these two Olympics. "
913e858f0a,"Out of the two female Disney Legends that were inducted in 1995, who was born earlier?",Angela Lansbury and Betty Taylor were the two female Disney Legends inducted in 1995. Betty Taylor was born earlier.
1527e26c94,"How long after publishing ""Travels Through the Middle Settlements in North America, In the Years 1759 and 1760"" did Andrew Burnaby publish his next work?",29 years
00f771ba47,How many shows did the actor who played 'Beach Frizbee Player' in Surf II receive writing credits for between 2012 and 2023?,Alan Bendich has 6 writing credits.
bc255567e4,"who initially studied architecture, reluctantly fought for and deserted the axis powers in ww2 and later was awarded a nobel prize for literature?",Dario Fo
1bafa2bb42,Can you tell me the Asian city that is also a name of a painting style that depicts an abdicated ruler and his mistress?,Kishangarh
2692c5e2eb,How many athletes have won exactly 6 olympic gold medals while winning zero bronze or silver in the prior to the year 2000?,four
5f0b6a1e3a,Who was the person who ran for mayor of a Logan county Arkansas town on a dare in the early 2000s and won?,Jerry Wilkins
7891939f17,"As of 2023, In the IFSC Climbing World Championships, looking at the lead event, between the woman who won the most silver medals before and including the year bouldering was introduced into the competition, and the woman who won the most silver medals after this year, who won the most gold medals in the combined event?",Kim Ja-in
fd7e115e80,"Who composed the score of a reimagined iconic ballet, and also expanded to the screen by scoring a film about an outsider's search for belonging?",Vincenzo Lamagna
981658b2b3,"Who was the first EGOT winner to win their first of each award in this order: Grammy, Oscar, Emmy, Tony?",Whoopi Goldberg
2d9ea5b06b,"What was the name of the green character from an animated TV show that had the same voice actor for the three main characters of the show, whereas each of the main characters also had separate voice actors for singing portions, and was produced by a company who the founder was Founder Jean Chalopin?",Manic from Sonic Underground
0fcadecd2b,"What does Darwin describe, in his most famous publication, as never having distal part of their legs?",The Ateuchus
3906babf93,Who is rumored to be buried in a hill near Kidwelly?,Cunedda
2eb229b363,"How many signers of the Giving Pledge (from before 2024), pledged from a continent outside of North America?",57
5104554d9d,"Between 2010 and 2019 inclusive, how many times did Standard & Poor's downgrade Argentina's credit rating?",8
3f64740ccd,"In The Triumphs of Oriana who wrote the un-numbered madrigal?
",Michael East
6d8c53a04b,"What is the official Youtube handle of the person who made the soundtrack for the game that the developer LocalThunk released on February 20th, 2024? Include the ""@"" in your answer too.",@louisf8846
f2b3a3d20b,Which character in Danganronpa is stated to represent what the series is?,Toko Fukawa
cce3a6a2e6,What was the total value of CBRE group's assets at the end of their 2022 fiscal year?,$20.51 billion
db17a65ea5,"What was the average kindergarten class size for Decatur Classical School in 2020, according to the Illinois State Board of Education report card?",26.5
a2b288baad,What was the name of Blue Devils A's tour the year that BDB's 2016 director retired?,Tempus Blue
cb495e3fef,What is the name of the minor league baseball team that plays in the city where the Super Bowl was held the year Hurricane Katrina hit Louisiana?,The Jacksonville Jumbo Shrimp
e145d30e8e,"The year that Celine Dion won her first Grammy award, who won the most Grammys that year?",Eric Clapton
3cafa45da4,What is the longest song on Amanda Palmer's first solo album?,"""Another Year: A Short History of Almost Something"" at 6:03. "
4cd65503fc,Who scored the most league goals in a single season for Barcelona while the Soviet Union was still in effect?,Mariano Martín
f9e2ec077f,when was Linfield FC's 26th win in the Irish cup?,1952-53 Irish Cup
4e8f2dd98c,How many years after the death of the first Titanic survivor did the last known Lusitania survivor die?,98 years
58546c11d7,"When the Guild Inn of Scarborough reopened, who was the reigning Superbowl Champion?",The New England Patriots
22c5e3882b,"Who was the President of Murray State University the year that Joe Staton (comic book artist, not baseball player) graduated from there?",Harry M. Sparks
82b39c0765,If I have only 8 minutes in my presentation to show a whole film from UNESCO 2011 Intangible Cultural Heritage list and I want it to be keskek or nazar which should I choose?,"""Craftsmanship, Practices and Beliefs of Nazar Boncugu Charms"" (7 min.)
"
2920783825,What director of the Louvre published a series of sketches from his journeys joining an expedition to a country famous for its Ancient civilization?,"Baron Dominique-Vivant Denon, the first director of the Louvre, published in his 'Voyage dans la basse et la haute Egypte' a series of sketches from an expedition he joined to Egypt. "
60439540c7,Who was the manager of the guy who won the Peer Gynt Prize in 2011?,Espen Agdestein
e80907a69d,"Who was older at the time of their death:
1. The last duke of the birthplace of Guillaume Faye?
2. The 16th-century king who recaptured the birthplace of John Calvin?","Louis Antoine, Duke of Angoulême, was older at the time of his death than Henry IV of France. "
9204cfe44d,Which NBA player lead the league in Points per Game the most times during the Cold War?,Wilt Chamberlain
e85b29a08a,"Compared to the original Black Album, how much longer is the runtime of The Metallica Blacklist?","3 hours, 2 minutes, and 51 seconds"
84d0386ce7,A 'Homes under the Hammer' presenter provided a premier league assist on his 31st birthday. Which team was he playing against in that match?,Leicester City
3ccd409b6d,How many more NCAA Championships did John Wooden win in the 1960s than Ed Jucker?,Three
54bc310f2e,What country the archaeologist who first discovered easter island heads had bodies from?,"The archeologists crew that discovered that the statues on Easter Island also had bodies, rather than just heads, left from England."
3451d047ec,"On the show SKAM, the character played by Josefine Frida Pettersen has an instagram. In what year did the show her handle is a reference to premiere?",1990
62d5db3f47,What fast food restaurant did Sega games pair with to distribute cd rom video games as toys in fast food meals?,"In 1999, Jack in the Box started selling Sega toys with their Jack's Kids Meals."
11248764c4,What was the 1999 Russian Second League East champion's team name from 2003-2013?,FC Metallurg-Kuzbass Novokuznetsk
714f6093e7,"What singer does the movie ""How the Grinch Stole Christmas"" have in common with the band ""Evanescence""?",Taylor Momsen
7b21de7510,Who hosted the grammys when Taylor Swift won her 3rd Album of the Year ?,Trevor Noah
3b0cb55604,which film based on a play was banned in cuba in 1992?,A Few Good Men
2587207b50,What age was Basil Radford when Whisky Galore! was released?,"Whisky Galore! was released June 16,1949. Basil Radford was born June 25, 1897, so he would have been 51 years old at the time of the film's release. 
"
8a5596c4ad,What is the specific ancient source text that McManamon believes motivated Europeans to take swimming and free-diving seriously?,"Plato's Laws, Book 3"
966a50d977,who won the presidential election the year Nancy Pelosi was born,"Nancy Pelosi was born in 1940, Franklin D. Roosevelt won the election that year. "
db0f4c6665,How old was the first woman to earn a medical degree in the United States when Maria Montessori Earned her medical degree?,Elizabeth Blackwell was 75
959156d3c3,Who was the Prime Minister of Canada when Lester B. Pearson's father died?,R. B. Bennett was the Prime Minister of Canada when Lester B. Pearson's father died.
2c59c4773f,Which of the five sovereign nations that don't have any airports has the longest railway?,Liechtenstein
88c891192d,"Which poem uses the word ""I"" more, Lord Byron's ""The Destruction of Sennacherib"" or T.S. Eliot's ""Love Song of J. Alfred Prufrock""?"," T.S. Eliot's ""The Love Song of J. Alfred Prufrock"""
d8382128ab,What year did America win it's 700th Summer Olympics Bronze medal?,2016
aa2ce44001,What student of Mrs. Goodfellow's published Old Maid?,Eliza Leslie
0b7ebfb11c,How much time passed between when the That's So Suite Life of Hannah Montana and Wizards on Deck with Hannah Montana crossover episodes released?,"2 years, 11 months, and 19 days"
96365b3f8e,Which mountain bike racer won the most races in the World Enduro League in 2023?,"For the elite women's races, Isabeau Courdurier won 4 out of 7. For the elite men's races, Jesse Melamed won 2 out of 7."
eecd13711a,How old was Pete Wentz during Fall Out Boy's Honda Civic Tour show in Tampa?,"Fall Out Boy headlined the Honda Civic Tour in 2007 to promote their new album at the time, Infinity on High. Their Tampa, Florida show occurred on June 15, 2007. Pete Wentz, the basis of Fall Out Boy, was born on June 5, 1979. Therefore, Pete Wentz was 28 years old at the time of this particular tour date."
8e86aa089e,What is the total length in minutes and seconds of the last two Bayside albums that came out when Bush was president?,91 minutes and 45 seconds
14272012f9,What was the oldest opera performed at the Met in the 2022-2023 season?,Idomeneo
14405f8dda,Who was the governor of Wyoming when the Cutthroat trout was made the state fish?,Mike Sullivan
892ecdb664,"Who was the QOTSA dude that had the band that was like proper punk, and it had an album on that label from the Faith No More guy?",Nick Oliveri of the punk band Mondo Generator
b0cab1a799,How many years passed between the first improvised chapel built at Maria Rast am Stein and the second abolishment of the Vyšší Brod monastery?,The first improvised chapel at Maria Rast am Stein was built in 1887. The second Abolishment of the Vyšší Brod monastery was in 1950. The number of years between these events is 63.
4355a6b5ca,"How old was Robert Jordan's wife when Path of Daggers was first published? 
",59 years old
88be2dddb1,How many previous main series Animorphs books were ghoswritten before the book were Aftran permanently morphs into a humpback whale?,"Three-#25 The Extreme, #27 The Exposed, and #28 The Experiment"
dc3cd69776,"Which Disney legend was born in 1919, and became a Disney legend 77 years later?","Xavier “X” Atencio was born in 1919 and inducted as a Disney Legend 77 years later, in 1996. "
b2fbfaf320,How old was Barron Trump when Donald Trump signed Executive Order 13771?,10 years old
fd8efc5d3b,who won the NFL MVP the year John Kerry lost the presidential election,"John Kerry lost the 2004 presidential election, and the NFL MVP in 2004 was Peyton Manning."
565f3bcb3f,"Who was the King of Algiers that ordered an operation against the Saadi Sultanate, leading to a night attack on the Moroccan army in December just outside a city between the Rif and Middle Atlas mountains?","Salah Rais, the 7th king of Algiers, ordered the operation that led to the Battle of Taza, a night attack in December 1553 against the Moroccan army camp near Taza. "
ffe708378e,Which deer from Animal Crossing New Horizons has the earliest birthday in the year?,Diana
68fe5bf2d3,Which city hosted the summer olympics twice with the shortest time gap in between the hostings?,Paris
89f3d5fd87,How many games in the 2020 ACC men's basketball tournament were actually played?,Six games were played in the 2020 ACC men's basketball tournament before the remainder of the tournament was cancelled due to the COVID-19 pandemic.
76076d189a,Name of the record label Iggy Pop’s cancelled biopic actor had,Simian Records
e5ce3656d4,How many sets of tennis did Tim Henman play by the time he reached the semi-final of the French Open?,19 sets
d67e043a2c,What specific award was the mobile game Candy Crush Saga nominated for in 2015?,Kids' Choice Award for Most Addicting Game
4804b5b523,"In their early careers, who was the first to win a UCI World Tour Race out of Tadej Pogacar and Jonas Vingegaard?",Tadej Pogacar
a3d40b48a0,"When Bob Gibson had the season with his best ERA, who was the oldest pitcher on his team?",Bob Gibson
e4ec89887f,How long after the discovery of Tungsten was the iPhone 13 released?,238 years
e6f68475a6,"For the person who had the most followed Instagram account in 2017, how many solo studio albums did they release prior to this accomplishment?",Two
9829749f18,"In their 1992 match, what was the first move played by Spassky against Fischer in Sveti Stefan?",e5
e3516d9551,Who was the category manager of Q Acoustics in 2009?,Tony Jones
71fa491c38,Which Adventure Time episode referenced the Akira Slide?,Season 2 Episode 20.
427066249c,"During the NHL season when Connor McDavid was drafted first overall, which player won the Rocket Richard trophy?",Alex Ovechkin.
daef8ca66a,How many albums did James Blake release by the time he was 26?,2
537436e9b6,"How old was the singer of japanese breakfast when their song ""be sweet"" was released?",31
84e49512d4,What number playing field is Northernmost at UQ St Lucia,Playing Field 8
5196d25da8,What country was the first to grant women the vote in federal elections where they could also elect a woman?,Australia
437971cabb,What is the longest song My Chemical Romance has released on studio albums up to 2023?,"""Demolition Lovers"""
7fbd88cbe5,"Of the best actress in a leading roll nominees at the 1991 Academy Awards, which one has been nominated again for an Oscar most recently as of 2022?",Kathy Bates
b1eff5d484,"Apart from Elizabeth II and Victoria, which English queen had the longest reign?",Elizabeth I
e125ed072b,"Which country has existed longer, Canada or Australia?",Canada has existed longer as a country than Australia.
7085001498,"Which Finnish defensive fortification was portrayed by Soviet media as nearly impenetrable to justify high Soviet casualties during a 1939 conflict, despite being largely composed of trenches, obstacles, and modest bunkers?",The Mannerheim Line
1666bcb7a8,"From 2000 to 2015, how many times has a private university won the NCAA Division 1 title in men's basketball? ","Four times. Duke University won the title three times, and Syracuse University won it once. "
d1a6c10a3a,Which engine was used in the car Lewis Hamilton won his first F1 championship in?,Mercedes-Benz FO 108V
dc0c6ed215,What restaurant won the Best Restaurant Newcomer award in the 2022 Connecticut Restaurant Association's CRAzies Awards?,Materia Ristorante
c13b7a5221,What is the currency for the host city of the 1994 Olympics?,The Norwegian krone.
ab1dd88966,Who was the prime minister of the UK when Taylor Swift was born?,Margaret Thatcher
9d190072ee,Who was the richest person in the world in the year that Google was founded?,Bill Gates
822828d8cb,What was the name of the defunct airport that was located in the area that is now zip code 63010?,Starling Airport
cc2f94ef0b,"What was the first known Egyptian, cat-headed, God named?",Mafdet
b5a33981f9,How long was the longest marriage of person who played the character Rose Nylund?,18 years
5b92b550c0,What percentage of parliamentary votes were in favor of changing Canada's flag?,67.63%
35cb1c89fd,How old was Miley Cyrus when she released flowers?,30
3b55523642,"In the first Premier League season Bukayo Saka scored more than 5 goals, what percentage of his goals were scored with his right foot? ",9.09%
770c6023f6,Who is second place in the competition when Armand Duplantis broke his pole vault world record the seventh time since his birth?,Ernest John Uy Obiena
8023926b60,"How many total hits did the famed six ""Murderers Row"" players from the 1927 New York Yankees have in that year?","The six ""Murderers Row"" players from the 1927 New York Yankees had a combined total of 1,141 hits that year."
5a161506fd,How old was the actor who played spencer during the third season of iCarly?,"Jerry Trainor was 32 years old at the beginning of the season, and 33 years old by the end of the season."
041cfc3e67,Who was the president of NYU the year that the first global study-abroad site was established?,Carroll Vincent Newsom
b480aaa249,"What percent of votes were missed, according to govtrack.us, by the first Whig Senator of Maine during the entirety of his congressional career?",9.60%
11a25025f3,Who presented the award for 'Best Action Game' at the 2024 Game Awards?,Abubakar Salim
914d1b07da,Where was the third man to walk on the moon's second wife born?,"Denver, Colorado"
64ea099049,How many goals were scored in the NHL the day the 23rd Canadian prime minister was sworn in?,27
f54edf396b,During the 1960s. how many musicals were released that were nominated for the Academy Award for Best PIcture?,Nine
7dc75813ab,What year was Euless Trinity High School in a Gatorade commercial?,2007
cc619e17e2,what are the cambodian nymphs that mirror the greek muses,Apsara
f6c3e302ba,Who placed second at the 2023 Barcelona MagicCon Limited Open?,Alex Friedrichsen
658eef837c,How many players over 60 were there in the first 10 seasons of survivor?,4
be72a1171c,Who was the doctor who diagnosed Flannery O'Connor with lupus?,Arthur J. Merrill
77e602ca1f,What was the first film Quentin Tarantino released after turning 50?,The Hateful Eight
078ad0017a,"In Gabby Jesus' first league season at Arsenal, what percentage of goals did he score with his head? ",36.36%
9ce3cc6bf2,The top two restaurant chains in the U.S. for 2023 both opened their first international location in the same country. How many years apart did that occur?,20
4671dcd0f9,"What is the name of the oldest character on the picture taken in the Modern Family episode titled ""Family Portrait"" ?",Jay Pritchett.
b26cd6de9a,What was the year model of first ford vehicle to cross Canada without assistance?,A 1926 model T.
123199b21b,"In 2022, the LPN National Hero of the Year was interviewed by Bayada Home Health care regarding her young patient Jax -- what was her name?",Kim Den Bleyker
580681695b,What year was the artist born who's album Pitchfork said was the second best of the 2010s?,Kanye West was born in 1977.
73240bf7af,How many countries had people finish the marathon the third time it was run at the Olympics?,5
b7815f7f9a,Which Native American tribe is responsible for Idaho's state horse?,Nez Perce tribe
54091d6cb5,Which horse won the Doncaster St Leger in the 1980s in the shortest time,"Touching Wood in 1982, won with a time of 3:03.53"
778284bd95,What was the Michael Jordan reference in Hercules?,Air-Hercs
33852c15db,What is the most expensive article of clothing ever made as of January 2024?,The Nightingale of Kuala Lumpur
80e10131c0,How old was George Lucas when the first humans landed on the moon?,25 years old
bfa9ae2854,"Which martial art is older, BJJ or krav maga?",BJJ is older.
73115594cd,How many times between 2010 and 2024 were the Grammy's held before the Super Bowl that year?,Six.
7aa14a93a8,How many female UK prime ministers served during Queen Elizabeth II's reign?,3
25b1702537,How many books were written in the vampire diaries book series before the first episode aired?,5
323687fcf1,How old was Billie Eilish when she released Bad Guy?,17
3a7aef902a,How many points did the member of the 2019-2020 WVU men's basketball team from Washington (the state) have in the game against Pittsburgh that season?,17
1c35790dbf,What city hosted the first FIFA World Cup final to be held west of 70 degrees west longitude?,"Santiago, Chile"
0451f6fe43,Which European capital city is located furthest west?,Reykjavik
